Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-523392191;Accepted-In Progress;Ewa;2012/02/15 15:27:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;24654346.0
1-523392191;Completed-Closed;Ewa;2012/02/15 15:27:34.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;27.0
1-523637826;Accepted-In Progress;Mikael;2011/05/06 12:18:49.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;M13 2nd;PROD563;Sweden;0.0
1-523637826;Completed-Closed;Mikael;2012/02/29 14:40:19.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_4;se;M13 2nd;PROD563;Sweden;25842090.0
1-524328647;Accepted-In Progress;Ioannis;2011/05/10 08:56:45.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD205;Sweden;0.0
1-524328647;Completed-Closed;Ioannis;2012/02/21 15:32:02.000;Variant 1;1;Completed;Medium;Closed;Org line V2;;se;T10 2nd;PROD205;Sweden;24820517.0
1-524356958;Accepted-In Progress;Eric;2011/05/10 07:37:04.000;Variant 24;24;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-524356958;Accepted-Wait;Eric;2011/05/10 07:37:21.000;Variant 24;24;Accepted;Medium;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;17.0
1-524356958;Accepted-Wait;Eric;2011/10/20 21:20:55.000;Variant 24;24;Accepted;Medium;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;14132614.0
1-524356958;Completed-Closed;Eric;2012/01/09 10:28:28.000;Variant 24;24;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;6959253.0
1-525132931;Accepted-In Progress;Harikumar;2011/05/12 11:42:03.000;Variant 20;20;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;0.0
1-525132931;Accepted-In Progress;Harikumar;2011/05/16 15:43:50.000;Variant 20;20;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;360107.0
1-525132931;Accepted-Assigned;Sreehari;2012/03/30 17:15:20.000;Variant 20;20;Accepted;Medium;Assigned;Org line A2;D_1;in;L50 3rd;PROD611;INDIA;27567090.0
1-525132931;Accepted-In Progress;Sreehari;2012/03/30 17:16:51.000;Variant 20;20;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;INDIA;91.0
1-525132931;Completed-Closed;Sreehari;2012/05/10 17:14:28.000;Variant 20;20;Completed;Medium;Closed;Org line A2;D_1;in;L50 3rd;PROD611;INDIA;3542257.0
1-525447561;Accepted-In Progress;Gunilla;2011/05/13 11:02:23.000;Variant 39;39;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-525447561;Accepted-Wait;Gunilla;2011/05/13 11:02:48.000;Variant 39;39;Accepted;Low;Wait;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;25.0
1-525447561;Accepted-Assigned;Gunilla;2011/07/12 10:28:53.000;Variant 39;39;Accepted;Low;Assigned;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;5181965.0
1-525447561;Accepted-In Progress;Yvonne;2012/01/18 12:47:42.000;Variant 39;39;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;16424329.0
1-525447561;Completed-Closed;Yvonne;2012/01/18 12:47:57.000;Variant 39;39;Completed;Low;Closed;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;15.0
1-525477138;Accepted-In Progress;James;2011/05/13 13:10:04.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-525477138;Accepted-In Progress;James;2012/04/24 15:29:31.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;29989167.0
1-525477138;Completed-Closed;James;2012/04/24 15:29:51.000;Variant 4;4;Completed;Medium;Closed;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;20.0
1-525489753;Accepted-In Progress;Carolyn;2011/05/13 14:14:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-525489753;Queued-Awaiting Assignment;Carolyn;2011/05/13 14:21:52.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;413.0
1-525489753;Accepted-In Progress;Padmanabha;2011/05/16 07:15:26.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;233614.0
1-525489753;Accepted-Assigned;Carolyn;2011/05/16 07:15:33.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-525489753;Accepted-In Progress;Ewa;2012/02/06 21:20:01.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;23033068.0
1-525489753;Completed-Closed;Ewa;2012/02/06 21:20:56.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;55.0
1-525589021;Accepted-In Progress;Katarina;2011/05/13 17:23:13.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-525589021;Completed-Closed;Katarina;2012/02/01 16:40:02.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;22807009.0
1-526037041;Accepted-In Progress;Katarina;2011/05/16 15:09:56.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-526037041;Completed-Closed;Katarina;2012/02/01 16:50:06.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;22556410.0
1-526344555;Accepted-In Progress;Carolyn;2011/05/17 12:53:00.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-526344555;Queued-Awaiting Assignment;Carolyn;2011/05/17 13:04:18.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;678.0
1-526344555;Accepted-In Progress;Padmanabha;2011/05/18 04:37:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;55984.0
1-526344555;Accepted-Assigned;Carolyn;2011/05/18 04:37:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;5.0
1-526344555;Accepted-In Progress;Ewa;2012/01/30 21:53:30.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;22266963.0
1-526344555;Completed-Closed;Ewa;2012/01/30 21:55:33.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;123.0
1-526369142;Accepted-In Progress;Gustav;2011/05/17 14:37:22.000;Variant 4;4;Accepted;Low;In Progress;Org line G4;;se;S30 2nd;PROD410;Sweden;0.0
1-526369142;Accepted-In Progress;Gustav;2012/02/21 15:34:34.000;Variant 4;4;Accepted;Low;In Progress;Org line G4;;se;S30 2nd;PROD410;Sweden;24195432.0
1-526369142;Completed-Closed;Gustav;2012/02/21 15:34:36.000;Variant 4;4;Completed;Low;Closed;Org line G4;;se;S30 2nd;PROD410;Sweden;2.0
1-526414477;Accepted-In Progress;Carolyn;2011/05/17 16:17:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-526414477;Queued-Awaiting Assignment;Carolyn;2011/05/17 16:18:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;36.0
1-526414477;Accepted-In Progress;Padmanabha;2011/05/18 04:28:54.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;43847.0
1-526414477;Accepted-Assigned;Carolyn;2011/05/18 04:29:06.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;12.0
1-526414477;Accepted-In Progress;Ewa;2012/02/06 16:22:29.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;22852403.0
1-526414477;Completed-Closed;Ewa;2012/02/06 16:23:30.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;61.0
1-526414833;Accepted-In Progress;Carolyn;2011/05/17 16:18:40.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-526414833;Queued-Awaiting Assignment;Carolyn;2011/05/17 16:19:50.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;70.0
1-526414833;Accepted-In Progress;Padmanabha;2011/05/18 04:34:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;44057.0
1-526414833;Accepted-Assigned;Carolyn;2011/05/18 04:34:13.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;6.0
1-526414833;Accepted-In Progress;Ewa;2012/01/03 09:49:32.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;19890919.0
1-526414833;Completed-Closed;Ewa;2012/01/03 09:50:52.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;80.0
1-526647987;Accepted-In Progress;Gustav;2011/05/18 09:46:34.000;Variant 4;4;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-526647987;Accepted-In Progress;Gustav;2012/02/21 15:20:44.000;Variant 4;4;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;24125650.0
1-526647987;Completed-Closed;Gustav;2012/02/21 15:20:52.000;Variant 4;4;Completed;High;Closed;Org line G4;;se;S30 2nd;PROD412;Sweden;8.0
1-527208576;Accepted-In Progress;Roland;2011/05/19 23:28:42.000;Variant 3;3;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-527208576;Accepted-Wait;Roland;2011/10/27 13:59:32.000;Variant 3;3;Accepted;Low;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;13876250.0
1-527208576;Completed-Closed;Roland;2012/02/08 22:43:06.000;Variant 3;3;Completed;Low;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;9017014.0
1-527928641;Accepted-In Progress;Lars;2011/05/23 14:57:39.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD807;Sweden;0.0
1-527928641;Accepted-Wait;Lars;2012/01/30 13:21:24.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_3;se;U6 2nd;PROD807;Sweden;21767025.0
1-527928641;Completed-Closed;Lars;2012/03/28 13:34:53.000;Variant 3;3;Completed;Medium;Closed;Org line A2;A2_3;se;U6 2nd;PROD807;Sweden;5012009.0
1-528251011;Accepted-In Progress;Cecilia;2011/05/24 11:28:27.000;Variant 9;9;Accepted;Medium;In Progress;Org line V2;;se;T13 2nd;PROD279;Sweden;0.0
1-528251011;Queued-Awaiting Assignment;Cecilia;2011/09/06 14:09:34.000;Variant 9;9;Queued;Medium;Awaiting Assignment;Org line V2;;se;T13 2nd;PROD279;Sweden;9081667.0
1-528251011;Accepted-In Progress;Lennart;2011/09/12 13:25:53.000;Variant 9;9;Accepted;Medium;In Progress;Org line V2;;se;T16 2nd;PROD279;Sweden;515779.0
1-528251011;Accepted-Wait;Lennart;2012/01/04 15:54:14.000;Variant 9;9;Accepted;Medium;Wait;Org line V2;;se;T16 2nd;PROD279;Sweden;9858501.0
1-528251011;Completed-Closed;Lennart;2012/04/13 13:45:24.000;Variant 9;9;Completed;Medium;Closed;Org line V2;;se;T16 2nd;PROD279;Sweden;8632270.0
1-528332261;Accepted-In Progress;Linda;2011/05/24 15:00:25.000;Variant 32;32;Accepted;Low;In Progress;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;0.0
1-528332261;Accepted-Assigned;Linda;2011/10/17 16:45:12.000;Variant 32;32;Accepted;Low;Assigned;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;12620687.0
1-528332261;Accepted-Assigned;Linda;2011/11/29 07:22:55.000;Variant 32;32;Accepted;Low;Assigned;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;3681463.0
1-528332261;Accepted-In Progress;Linda;2012/02/08 14:49:13.000;Variant 32;32;Accepted;Low;In Progress;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;6161178.0
1-528332261;Completed-Closed;Linda;2012/02/08 14:49:31.000;Variant 32;32;Completed;Low;Closed;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;18.0
1-528716762;Accepted-In Progress;Carin;2011/05/25 16:21:09.000;Variant 7;7;Accepted;Medium;In Progress;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;0.0
1-528716762;Accepted-Wait;Carin;2011/05/25 16:25:44.000;Variant 7;7;Accepted;Medium;Wait;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;275.0
1-528716762;Accepted-In Progress;Carin;2012/01/03 13:58:05.000;Variant 7;7;Accepted;Medium;In Progress;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;19258341.0
1-528716762;Completed-Closed;Carin;2012/01/03 13:58:52.000;Variant 7;7;Completed;Medium;Closed;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;47.0
1-528755863;Accepted-In Progress;Håkan;2011/05/25 17:45:52.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-528755863;Accepted-In Progress;Håkan;2012/04/04 16:58:42.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;27213170.0
1-528755863;Completed-Closed;Håkan;2012/04/04 17:00:12.000;Variant 4;4;Completed;High;Closed;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;90.0
1-529091253;Accepted-In Progress;Håkan;2011/05/26 17:01:58.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-529091253;Accepted-In Progress;Håkan;2012/04/04 17:04:24.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;27129746.0
1-529091253;Completed-Closed;Håkan;2012/04/04 17:05:26.000;Variant 4;4;Completed;High;Closed;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;62.0
1-529091311;Accepted-In Progress;Håkan;2011/05/26 17:05:47.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-529091311;Accepted-In Progress;Håkan;2012/04/04 17:06:03.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;27129616.0
1-529091311;Completed-Closed;Håkan;2012/04/04 17:06:48.000;Variant 4;4;Completed;High;Closed;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;45.0
1-530539767;Accepted-In Progress;Carolyn;2011/06/01 16:02:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-530539767;Queued-Awaiting Assignment;Carolyn;2011/06/01 16:07:09.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;306.0
1-530539767;Accepted-In Progress;Santhosh;2011/06/01 20:53:21.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;17172.0
1-530539767;Accepted-Assigned;Carolyn;2011/06/01 20:55:06.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;105.0
1-530539767;Accepted-In Progress;Ewa;2012/02/06 22:11:51.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;21604605.0
1-530539767;Completed-Closed;Ewa;2012/02/06 22:13:04.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;73.0
1-531435394;Accepted-In Progress;Paul;2011/06/06 18:12:34.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-531435394;Accepted-Wait;Paul;2011/06/06 18:26:36.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;842.0
1-531435394;Completed-Closed;Paul;2012/02/15 12:50:50.000;Variant 3;3;Completed;Medium;Closed;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;21925454.0
1-532038065;Accepted-In Progress;Ioannis;2011/06/08 11:44:43.000;Variant 7;7;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;0.0
1-532038065;Accepted-Wait;Ioannis;2011/06/08 11:46:39.000;Variant 7;7;Accepted;Medium;Wait;Org line V2;;se;T10 2nd;PROD615;Sweden;116.0
1-532038065;Accepted-In Progress;Ioannis;2012/01/11 14:23:37.000;Variant 7;7;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;18758218.0
1-532038065;Completed-Closed;Ioannis;2012/02/02 23:21:34.000;Variant 7;7;Completed;Medium;Closed;Org line V2;;se;T10 2nd;PROD615;Sweden;1933077.0
1-532084405;Accepted-In Progress;Carolyn;2011/06/08 14:27:25.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-532084405;Queued-Awaiting Assignment;Carolyn;2011/06/08 14:33:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;342.0
1-532084405;Accepted-In Progress;Santhosh;2011/06/09 13:12:36.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;81569.0
1-532084405;Accepted-Assigned;Carolyn;2011/06/09 13:15:38.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;182.0
1-532084405;Accepted-In Progress;Ewa;2012/02/06 21:16:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;20937644.0
1-532084405;Completed-Closed;Ewa;2012/02/06 21:17:44.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;82.0
1-532544114;Accepted-In Progress;Andrew;2011/06/09 17:34:52.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;0.0
1-532544114;Accepted-In Progress;Andrew;2012/02/15 11:15:58.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;21663666.0
1-532544114;Completed-Closed;Andrew;2012/02/15 11:16:22.000;Variant 4;4;Completed;Medium;Closed;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;24.0
1-532816930;Accepted-In Progress;Eric;2011/06/10 17:33:05.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-532816930;Accepted-In Progress;Eric;2011/06/10 17:34:10.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;65.0
1-532816930;Completed-Closed;Eric;2012/01/09 10:29:29.000;Variant 4;4;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;18377719.0
1-533449912;Accepted-In Progress;Carolyn;2011/06/14 09:56:53.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-533449912;Queued-Awaiting Assignment;Carolyn;2011/06/14 10:03:42.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;409.0
1-533449912;Accepted-In Progress;Santhosh;2011/06/16 12:08:13.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;180271.0
1-533449912;Accepted-Assigned;Carolyn;2011/06/16 12:09:31.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;78.0
1-533449912;Accepted-In Progress;Ewa;2012/01/30 13:08:15.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;19702724.0
1-533449912;Completed-Closed;Ewa;2012/01/30 13:08:58.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;43.0
1-533851634;Accepted-In Progress;Carolyn;2011/06/15 13:13:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-533851634;Queued-Awaiting Assignment;Carolyn;2011/06/15 13:16:38.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;183.0
1-533851634;Accepted-In Progress;Santhosh;2011/06/15 13:23:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;415.0
1-533851634;Accepted-Assigned;Carolyn;2011/06/15 13:25:44.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;131.0
1-533851634;Accepted-In Progress;Ewa;2012/02/02 22:28:50.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;20077386.0
1-533851634;Completed-Closed;Ewa;2012/02/02 22:31:56.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;186.0
1-534020390;Accepted-In Progress;Jan;2011/06/16 00:36:16.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD675;Sweden;0.0
1-534020390;Accepted-In Progress;Jan;2011/06/16 00:37:03.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD675;Sweden;47.0
1-534020390;Accepted-Assigned;Jan;2011/06/16 00:41:53.000;Variant 20;20;Accepted;High;Assigned;Org line C;E_7;in;G157 2nd;PROD675;Sweden;290.0
1-534020390;Accepted-In Progress;Jan;2012/02/10 15:46:53.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD675;Sweden;20703900.0
1-534020390;Completed-Closed;Jan;2012/02/10 15:48:43.000;Variant 20;20;Completed;High;Closed;Org line C;E_7;in;G157 2nd;PROD675;Sweden;110.0
1-534493180;Accepted-In Progress;Ian;2011/06/17 09:24:42.000;Variant 45;45;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-534493180;Accepted-Assigned;Ian;2011/06/17 09:25:34.000;Variant 45;45;Accepted;Medium;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;52.0
1-534493180;Accepted-Assigned;Paul;2011/08/16 15:28:48.000;Variant 45;45;Accepted;Medium;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;5205794.0
1-534493180;Accepted-Wait;Paul;2011/08/18 18:25:53.000;Variant 45;45;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;183425.0
1-534493180;Completed-Closed;Paul;2012/02/15 12:52:00.000;Variant 45;45;Completed;Medium;Closed;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;15618367.0
1-534702904;Accepted-In Progress;Peter;2011/06/17 17:36:51.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_2;be;G58 3rd;PROD328;Sweden;0.0
1-534702904;Accepted-In Progress;Peter;2011/09/16 11:01:52.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_2;be;G58 3rd;PROD328;Sweden;7838701.0
1-534702904;Completed-Closed;Peter;2012/02/16 15:35:00.000;Variant 4;4;Completed;Low;Closed;Org line C;C_2;be;G58 3rd;PROD328;Sweden;13235588.0
1-535233659;Accepted-In Progress;Carolyn;2011/06/20 19:30:19.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-535233659;Queued-Awaiting Assignment;Carolyn;2011/06/20 19:31:39.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;80.0
1-535233659;Accepted-In Progress;Santhosh;2011/06/21 08:33:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;46912.0
1-535233659;Accepted-Assigned;Carolyn;2011/06/21 08:38:54.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;323.0
1-535233659;Accepted-In Progress;Ewa;2012/01/30 13:09:17.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;19283423.0
1-535233659;Completed-Closed;Ewa;2012/01/30 13:10:08.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;51.0
1-535393553;Accepted-In Progress;Veronique;2011/06/21 10:47:26.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-535393553;Completed-Closed;Veronique;2012/01/12 11:45:27.000;Variant 1;1;Completed;High;Closed;Org line A2;A2_5;fr;V5 3rd;PROD230;France;17715481.0
1-535418135;Accepted-In Progress;Michal;2011/06/21 12:01:27.000;Variant 27;27;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;0.0
1-535418135;Accepted-Wait;Michal;2011/07/28 14:22:47.000;Variant 27;27;Accepted;Medium;Wait;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;3205280.0
1-535418135;Accepted-Wait;Michal;2011/07/28 14:24:26.000;Variant 27;27;Accepted;Medium;Wait;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;99.0
1-535418135;Accepted-In Progress;Michal;2012/01/19 15:23:31.000;Variant 27;27;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;15123545.0
1-535418135;Completed-Closed;Michal;2012/01/19 15:25:35.000;Variant 27;27;Completed;Medium;Closed;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;124.0
1-535439201;Accepted-In Progress;Lars;2011/06/21 11:23:47.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_3;se;G68 2nd;PROD714;Sweden;0.0
1-535439201;Accepted-Wait;Lars;2011/06/21 11:44:50.000;Variant 3;3;Accepted;Medium;Wait;Org line C;E_3;se;G68 2nd;PROD714;Sweden;1263.0
1-535439201;Completed-Closed;Lars;2012/03/02 09:16:48.000;Variant 3;3;Completed;Medium;Closed;Org line C;E_3;se;G68 2nd;PROD714;Sweden;22023118.0
1-535813109;Accepted-In Progress;Peter;2011/06/22 11:24:31.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813109;Completed-Closed;Peter;2012/01/03 15:57:21.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;M19 2nd;PROD286;Sweden;16864370.0
1-535813203;Accepted-In Progress;Peter;2011/06/22 11:29:01.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813203;Completed-Closed;Peter;2012/01/04 15:41:01.000;Variant 1;1;Completed;Low;Closed;Org line G4;;se;M19 2nd;PROD286;Sweden;16949520.0
