Activity;Case ID;Duration;Event_Nr
Accepted-In Progress;1-519085985;3.6438522883367173e-09;3
Accepted-Assigned;1-519085985;4.999999986820944;4
Queued-Awaiting Assignment;1-519085985;209.0000000021558;5
Accepted-Assigned;1-519085985;34.99999999745494;6
Accepted-Wait;1-519085985;72.99999999162759;7
Queued-Awaiting Assignment;1-519085985;53.99999999997109;8
Accepted-In Progress;1-519085985;1.031927835956342e-08;9
Accepted-Assigned;1-519085985;8.999999995141705;10
Accepted-In Progress;1-519085985;6.9295075295516155e-09;11
Completed-Closed;1-519085985;1.0000000054352325;12
Accepted-In Progress;1-519147007;41028435.99999999;1
Queued-Awaiting Assignment;1-519147007;223.99999999627184;2
Accepted-In Progress;1-519147007;0.0;3
Completed-Closed;1-519147007;199.0000000058276;4
Accepted-In Progress;1-519386144;1.757225732223898e-08;1
Completed-Closed;1-519386144;125.00000003961397;2
Accepted-In Progress;1-520127960;1.5863442424034353e-09;1
Accepted-Assigned;1-520127960;9.999999982567273;2
Completed-Closed;1-520127960;2804.0000000151554;3
Accepted-In Progress;1-520234084;1.8409454978370536e-08;1
Queued-Awaiting Assignment;1-520234084;186.00000002315414;2
Accepted-In Progress;1-520234084;1.910619246747905e-09;3
Accepted-Assigned;1-520234084;112.99999999372085;4
Accepted-In Progress;1-520234084;2322480.9999999977;5
Completed-Closed;1-520234084;2888.9999999783586;6
Accepted-In Progress;1-520705880;0.0;1
Accepted-Wait;1-520705880;20.999999995942453;2
Completed-Closed;1-520705880;5535901.999999995;3
Accepted-In Progress;1-521122392;1230280.9999999627;1
Queued-Awaiting Assignment;1-521122392;167.9999999938983;2
Accepted-In Progress;1-521122392;1.5936855376660308e-08;3
Accepted-Assigned;1-521122392;8.000000003641317;4
Accepted-In Progress;1-521122392;8.505684380571895e-09;5
Completed-Closed;1-521122392;37.000000011102145;6
Accepted-In Progress;1-521431857;5019491.99999999;1
Queued-Awaiting Assignment;1-521431857;1611.9999999771203;2
Accepted-In Progress;1-521431857;0.0;3
Accepted-Assigned;1-521431857;7.000000001416931;4
Accepted-In Progress;1-521431857;0.0;5
Completed-Closed;1-521431857;6987414.999999987;6
Accepted-In Progress;1-521555370;2.3905359559651017e-08;1
Completed-Closed;1-521555370;77.99999995868413;2
Accepted-In Progress;1-521628291;1977391.0000000116;1
Completed-Closed;1-521628291;21.99999999782635;2
Accepted-In Progress;1-522222222;9.279816715735831e-09;1
Completed-Closed;1-522222222;860811.0000000199;2
Accepted-In Progress;1-522460624;50.999999999900886;1
Queued-Awaiting Assignment;1-522460624;92.00000000389576;2
Accepted-In Progress;1-522460624;14328.99999999197;3
Accepted-Assigned;1-522460624;5.000000013880121;4
Accepted-Wait;1-522460624;7865904.999999997;5
Completed-Closed;1-522460624;13549005.000000002;6
Accepted-In Progress;1-522734472;268363.9999999828;1
Queued-Awaiting Assignment;1-522734472;359.9999999948235;2
Accepted-In Progress;1-522734472;274.99999999949233;3
Accepted-Assigned;1-522734472;0.0;4
Accepted-In Progress;1-522734472;5.792635473498869e-09;5
Completed-Closed;1-522734472;371.0000000083885;6
Accepted-In Progress;1-523027945;25159042.000000007;1
Accepted-In Progress;1-523027945;5.2196312044520925e-09;2
Completed-Closed;1-523027945;293067.99999999837;3
Accepted-In Progress;1-523069229;5.385711939272677e-10;1
Accepted-In Progress;1-523069229;16353747.999999998;2
Accepted-In Progress;1-523069229;1.4951351053693296e-09;3
Completed-Closed;1-523069229;14774742.000000002;4
Accepted-In Progress;1-523311541;13507158.999999994;1
Queued-Awaiting Assignment;1-523311541;110.00000002253343;2
Accepted-In Progress;1-523311541;3.316356130752943e-08;3
Accepted-Assigned;1-523311541;47.999999984812355;4
Accepted-In Progress;1-523311541;6.833281803713025e-10;5
Completed-Closed;1-523311541;2761258.9999999884;6
Accepted-In Progress;1-523361887;94704.00000003002;1
Queued-Awaiting Assignment;1-523361887;137.99999998975593;2
Accepted-In Progress;1-523361887;1.602387656306267e-09;3
Accepted-Assigned;1-523361887;45201815.00000004;4
Accepted-In Progress;1-523361887;2.0772556022095818e-08;5
Completed-Closed;1-523361887;834.9999999905548;6
Accepted-In Progress;1-523392191;485.9999999994951;1
Queued-Awaiting Assignment;1-523392191;226.0000000087547;2
Accepted-In Progress;1-523392191;0.0;3
Accepted-Assigned;1-523392191;19.999999966590952;4
Accepted-In Progress;1-523392191;1.4503635177370075e-09;5
Completed-Closed;1-523392191;63.00000000200691;6
Accepted-In Progress;1-523637826;1.3475594625003735e-08;1
Completed-Closed;1-523637826;69.00000000712896;2
Accepted-In Progress;1-524328647;6.59425800151309e-09;1
Completed-Closed;1-524328647;3349995.999999993;2
Accepted-In Progress;1-524356958;0.0;1
Accepted-Wait;1-524356958;4.658343671674367e-09;2
Accepted-Wait;1-524356958;134.99999997249964;3
Completed-Closed;1-524356958;36.00000000335272;4
Accepted-In Progress;1-525132931;0.0;1
Accepted-In Progress;1-525132931;0.9999999988901136;2
Accepted-Assigned;1-525132931;1.0000000080048514;3
Accepted-In Progress;1-525132931;7.493767239837236e-12;4
Completed-Closed;1-525132931;2236231.9999999623;5
Accepted-In Progress;1-525447561;0.0;1
Accepted-Wait;1-525447561;3616489.999999997;2
Accepted-Assigned;1-525447561;6072371.999999992;3
Accepted-In Progress;1-525447561;1.7965082233996156e-08;4
Completed-Closed;1-525447561;2665866.00000001;5
Accepted-In Progress;1-525477138;10286133.999999978;1
Accepted-In Progress;1-525477138;5.441985170392515e-09;2
Completed-Closed;1-525477138;64.99999997873451;3
Accepted-In Progress;1-525489753;18791.000000016422;1
Queued-Awaiting Assignment;1-525489753;20.99999997927965;2
Accepted-In Progress;1-525489753;3703242.000000011;3
Accepted-Assigned;1-525489753;10.000000030109915;4
Accepted-In Progress;1-525489753;245.999999989342;5
Completed-Closed;1-525489753;31416504.000000026;6
Accepted-In Progress;1-525589021;7.540480875126501e-09;1
Completed-Closed;1-525589021;435.99999999801946;2
Accepted-In Progress;1-526037041;9.399952047737691e-10;1
Completed-Closed;1-526037041;2346217.000000034;2
Accepted-In Progress;1-526344555;256042.99999998955;1
Queued-Awaiting Assignment;1-526344555;2879.0000000060895;2
Accepted-In Progress;1-526344555;6315865.999999996;3
Accepted-Assigned;1-526344555;5.999999925870225;4
Accepted-In Progress;1-526344555;1226.0000000003108;5
Completed-Closed;1-526344555;60.9999999920459;6
Accepted-In Progress;1-526369142;0.0;1
Accepted-In Progress;1-526369142;15236.000000002134;2
Completed-Closed;1-526369142;2839949.00000001;3
Accepted-In Progress;1-526414477;0.0;1
Queued-Awaiting Assignment;1-526414477;42.999999993076;2
Accepted-In Progress;1-526414477;0.0;3
Accepted-Assigned;1-526414477;75.0000000193535;4
Accepted-In Progress;1-526414477;6.440638334959423e-09;5
Completed-Closed;1-526414477;14774742.000000011;6
Accepted-In Progress;1-526414833;274.99999999957834;1
Queued-Awaiting Assignment;1-526414833;205.0000000096945;2
Accepted-In Progress;1-526414833;4679.0000000012105;3
Accepted-Assigned;1-526414833;8.999999993070537;4
Accepted-In Progress;1-526414833;47872912.00000003;5
Completed-Closed;1-526414833;737.9999999993856;6
Accepted-In Progress;1-526647987;602880.0000000123;1
Accepted-In Progress;1-526647987;6513.000000010904;2
Completed-Closed;1-526647987;1048.9999999778136;3
Accepted-In Progress;1-527208576;3.1500302317154356e-08;1
Accepted-Wait;1-527208576;19955385.000000004;2
Completed-Closed;1-527208576;855.9999999678686;3
Accepted-In Progress;1-527928641;50.99999998859363;1
Accepted-Wait;1-527928641;257569.00000000463;2
Completed-Closed;1-527928641;983.9999999924516;3
Accepted-In Progress;1-528251011;6161178.000000019;1
Queued-Awaiting Assignment;1-528251011;1650.9999999936654;2
Accepted-In Progress;1-528251011;4.179553166317445e-08;3
Accepted-Wait;1-528251011;3689.0000000389423;4
Completed-Closed;1-528251011;8500892.999999989;5
Accepted-In Progress;1-528332261;432.0000000337306;1
Accepted-Assigned;1-528332261;27567090.000000004;2
Accepted-Assigned;1-528332261;7007557.999999997;3
Accepted-In Progress;1-528332261;70014.00000000586;4
Completed-Closed;1-528332261;250.99999998668594;5
Accepted-In Progress;1-528716762;2.1597513664741567e-08;1
Accepted-Wait;1-528716762;168884.99999998108;2
Accepted-In Progress;1-528716762;2.154089316220545e-09;3
Completed-Closed;1-528716762;3026132.0000000135;4
Accepted-In Progress;1-528755863;0.0;1
Accepted-In Progress;1-528755863;5.7798586030257e-09;2
Completed-Closed;1-528755863;244.0000000040228;3
Accepted-In Progress;1-529091253;0.0;1
Accepted-In Progress;1-529091253;54868447.99999999;2
Completed-Closed;1-529091253;29731476.99999998;3
Accepted-In Progress;1-529091311;0.0;1
Accepted-In Progress;1-529091311;421.00000000164687;2
Completed-Closed;1-529091311;2950536.0000000037;3
Accepted-In Progress;1-530539767;6315865.999999993;1
Queued-Awaiting Assignment;1-530539767;761.9999999947707;2
Accepted-In Progress;1-530539767;1.441481103578968e-08;3
Accepted-Assigned;1-530539767;9.999999994765945;4
Accepted-In Progress;1-530539767;7.412625601021219e-09;5
Completed-Closed;1-530539767;22619477.999999996;6
Accepted-In Progress;1-531435394;44056.999999992564;1
Accepted-Wait;1-531435394;7434.999999989998;2
Completed-Closed;1-531435394;5655768.000000004;3
Accepted-In Progress;1-532038065;2.815388440047338e-09;1
Accepted-Wait;1-532038065;481186.0000000116;2
Accepted-In Progress;1-532038065;449635.00000000926;3
Completed-Closed;1-532038065;82612.00000001212;4
Accepted-In Progress;1-532084405;0.0;1
Queued-Awaiting Assignment;1-532084405;151996.9999999961;2
Accepted-In Progress;1-532084405;0.0;3
Accepted-Assigned;1-532084405;115.00000000186742;4
Accepted-In Progress;1-532084405;617.9999999983975;5
Completed-Closed;1-532084405;1.9999999944310647;6
Accepted-In Progress;1-532544114;0.0;1
Accepted-In Progress;1-532544114;1.488027100918169e-09;2
Completed-Closed;1-532544114;110.00000000205824;3
Accepted-In Progress;1-532816930;0.0;1
Accepted-In Progress;1-532816930;0.0;2
Completed-Closed;1-532816930;26.00000000644728;3
Accepted-In Progress;1-533449912;0.0;1
Queued-Awaiting Assignment;1-533449912;4.445595418512963e-09;2
Accepted-In Progress;1-533449912;6.46446049261884e-10;3
Accepted-Assigned;1-533449912;167.99999994487575;4
Accepted-In Progress;1-533449912;4.580976967743373e-09;5
Completed-Closed;1-533449912;851.9999999912475;6
Accepted-In Progress;1-533851634;2.4610138242446658e-09;1
Queued-Awaiting Assignment;1-533851634;627.9999999971717;2
Accepted-In Progress;1-533851634;0.0;3
Accepted-Assigned;1-533851634;4.999999993445091;4
Accepted-In Progress;1-533851634;26559487.000000015;5
Completed-Closed;1-533851634;49077981.00000001;6
Accepted-In Progress;1-534020390;10762437.999999998;1
Accepted-In Progress;1-534020390;6761.999999987372;2
Accepted-Assigned;1-534020390;6.999999984776847;3
Accepted-In Progress;1-534020390;1.788244692351406e-08;4
Completed-Closed;1-534020390;42.99999999177429;5
Accepted-In Progress;1-534493180;22538.000000012387;1
Accepted-Assigned;1-534493180;52.00000003260366;2
Accepted-Assigned;1-534493180;33.99999999562022;3
Accepted-Wait;1-534493180;8.999999995858497;4
Completed-Closed;1-534493180;30609337.000000004;5
Accepted-In Progress;1-534702904;14270478.0;1
Accepted-In Progress;1-534702904;1.189086299775316e-08;2
Completed-Closed;1-534702904;158.99999999887615;3
Accepted-In Progress;1-535233659;35093002.0;1
Queued-Awaiting Assignment;1-535233659;305.0000000055292;2
Accepted-In Progress;1-535233659;2.007762367316363e-08;3
Accepted-Assigned;1-535233659;7857996.999999976;4
Accepted-In Progress;1-535233659;248.00000000502607;5
Completed-Closed;1-535233659;159.00000000243247;6
Accepted-In Progress;1-535393553;0.0;1
Completed-Closed;1-535393553;70.9999999990507;2
Accepted-In Progress;1-535418135;0.0;1
Accepted-Wait;1-535418135;0.0;2
Accepted-Wait;1-535418135;1362241.0000000047;3
Accepted-In Progress;1-535418135;1.3820101576931764e-08;4
Completed-Closed;1-535418135;246355.0000000038;5
Accepted-In Progress;1-535439201;11842908.0;1
Accepted-Wait;1-535439201;2685149.0000000037;2
Completed-Closed;1-535439201;8464973.999999998;3
Accepted-In Progress;1-535813109;4.9985855828288026e-09;1
Completed-Closed;1-535813109;138.99999998941027;2
Accepted-In Progress;1-535813203;1.9305127320239325e-08;1
Completed-Closed;1-535813203;508.99999998877837;2
Accepted-In Progress;1-535813236;7382.000000008385;1
Completed-Closed;1-535813236;3557.9999999907573;2
Accepted-In Progress;1-535813278;0.0;1
Completed-Closed;1-535813278;295.00000001062386;2
Accepted-In Progress;1-535813300;5871979.000000002;1
Completed-Closed;1-535813300;70.99999997837463;2
Accepted-In Progress;1-535813432;6.761097671761163e-09;1
Completed-Closed;1-535813432;541.0000000019402;2
Accepted-In Progress;1-535813517;0.0;1
Completed-Closed;1-535813517;1.0000000468375099;2
Accepted-In Progress;1-535813813;336.0000000046185;1
Completed-Closed;1-535813813;940.999999991931;2
Accepted-In Progress;1-536904633;291.9999999930294;1
Completed-Closed;1-536904633;133.9999999928841;2
Queued-Awaiting Assignment;1-537311033;50.000000015561575;1
Accepted-In Progress;1-537311033;0.0;2
Completed-Closed;1-537311033;859034.0000000095;3
Accepted-In Progress;1-537601770;7321515.0;1
Queued-Awaiting Assignment;1-537601770;95.99999993158688;2
Accepted-In Progress;1-537601770;9061.000000010363;3
Accepted-Wait;1-537601770;3546961.999999994;4
Completed-Closed;1-537601770;3.000000013976158;5
Accepted-In Progress;1-537902763;63522.00000001224;1
Completed-Closed;1-537902763;7347260.999999999;2
Accepted-In Progress;1-537984625;0.0;1
Queued-Awaiting Assignment;1-537984625;252.9999999779769;2
Accepted-In Progress;1-537984625;967.9999999691912;3
Completed-Closed;1-537984625;21606949.99999999;4
Accepted-In Progress;1-538226806;3.1416423104604665e-08;1
Completed-Closed;1-538226806;1176463.0000000042;2
Accepted-In Progress;1-538411483;1913185.999999998;1
Accepted-Wait;1-538411483;146.99999997704734;2
Accepted-Wait;1-538411483;9744995.000000013;3
Completed-Closed;1-538411483;12767190.999999994;4
Accepted-In Progress;1-538467021;623.0000000164292;1
Queued-Awaiting Assignment;1-538467021;16.000000027564738;2
Accepted-Assigned;1-538467021;1218123.9999999693;3
Accepted-In Progress;1-538467021;2.54705342985477e-09;4
Completed-Closed;1-538467021;273.000000007288;5
Accepted-In Progress;1-539000895;5616.000000008087;1
Completed-Closed;1-539000895;1392386.9999999648;2
Accepted-In Progress;1-539083171;0.0;1
Accepted-Assigned;1-539083171;58.00000001348979;2
Completed-Closed;1-539083171;334860.99999998766;3
Accepted-In Progress;1-539633138;0.0;1
Queued-Awaiting Assignment;1-539633138;912.0000000405955;2
Accepted-In Progress;1-539633138;0.0;3
Accepted-Assigned;1-539633138;13.9999999848844;4
Accepted-In Progress;1-539633138;3.2361261026525546e-08;5
Completed-Closed;1-539633138;10805614.000000065;6
Accepted-In Progress;1-539752329;0.0;1
Accepted-Wait;1-539752329;1800943.999999981;2
Accepted-In Progress;1-539752329;0.0;3
Completed-Closed;1-539752329;10.99999998979162;4
Accepted-In Progress;1-539805130;3.1166736909856255e-08;1
Accepted-Wait;1-539805130;10207383.000000015;2
Completed-Closed;1-539805130;22302697.999999974;3
Accepted-In Progress;1-540408651;0.0;1
Queued-Awaiting Assignment;1-540408651;215.0000000199265;2
Accepted-In Progress;1-540408651;4664240.999999975;3
Accepted-Assigned;1-540408651;113.9999999899864;4
Accepted-In Progress;1-540408651;4.345865833097375e-08;5
Completed-Closed;1-540408651;8976827.999999998;6
Accepted-In Progress;1-540500545;432641.999999994;1
Accepted-Wait;1-540500545;5619987.999999998;2
Completed-Closed;1-540500545;654.0000000202044;3
Accepted-In Progress;1-540531611;475.9999999897226;1
Accepted-Wait;1-540531611;279.99999999472095;2
Accepted-In Progress;1-540531611;2.4130296926873083e-09;3
Completed-Closed;1-540531611;5256538.999999972;4
Accepted-In Progress;1-540549178;24939.000000015545;1
Accepted-Wait;1-540549178;16.00000001084545;2
Accepted-Assigned;1-540549178;16941039.00000002;3
Accepted-Wait;1-540549178;4271.000000012666;4
Completed-Closed;1-540549178;5709544.999999985;5
Accepted-In Progress;1-540549229;27478.00000000601;1
Accepted-Wait;1-540549229;9595186.000000019;2
Accepted-Assigned;1-540549229;9.999999962858086;3
Accepted-Wait;1-540549229;1800943.9999999797;4
Completed-Closed;1-540549229;2860065.000000072;5
Accepted-In Progress;1-540723633;36270269.999999985;1
Queued-Awaiting Assignment;1-540723633;87620.99999998687;2
Accepted-In Progress;1-540723633;34223765.0;3
Accepted-Assigned;1-540723633;8.999999993430999;4
Accepted-In Progress;1-540723633;24480257.00000004;5
Completed-Closed;1-540723633;342275.99999999907;6
Accepted-In Progress;1-540904745;372.00000000525336;1
Queued-Awaiting Assignment;1-540904745;161.0000000249643;2
Accepted-In Progress;1-540904745;2.255428697219628e-08;3
Accepted-Assigned;1-540904745;23.00000000470458;4
Accepted-In Progress;1-540904745;0.0;5
Completed-Closed;1-540904745;2444595.000000001;6
Accepted-In Progress;1-540947390;0.0;1
Queued-Awaiting Assignment;1-540947390;719.9999999974525;2
Accepted-Assigned;1-540947390;34378850.00000001;3
Accepted-In Progress;1-540947390;3.236440368480552e-08;4
Completed-Closed;1-540947390;2665865.999999989;5
Accepted-In Progress;1-541028557;5.8431778470936085e-09;1
Queued-Awaiting Assignment;1-541028557;109.99999999269667;2
Accepted-In Progress;1-541028557;24183188.999999996;3
Accepted-Assigned;1-541028557;7.999999995185389;4
Accepted-In Progress;1-541028557;2618512.0000000196;5
Completed-Closed;1-541028557;504905.9999999955;6
Accepted-Assigned;1-541088014;120.99999998514632;1
Accepted-In Progress;1-541088014;2.468252092186704e-09;2
Completed-Closed;1-541088014;534.9999999972971;3
Accepted-In Progress;1-541565290;0.0;1
Queued-Awaiting Assignment;1-541565290;223.99999994914344;2
Accepted-In Progress;1-541565290;2575774.999999995;3
Accepted-Assigned;1-541565290;27567089.999999978;4
Accepted-In Progress;1-541565290;60125.00000004065;5
Completed-Closed;1-541565290;4982404.999999974;6
Accepted-In Progress;1-541566505;301.9999999926708;1
Queued-Awaiting Assignment;1-541566505;600.0000000293214;2
Accepted-In Progress;1-541566505;0.0;3
Accepted-Assigned;1-541566505;595.999999970646;4
Accepted-In Progress;1-541566505;11554048.000000004;5
Completed-Closed;1-541566505;77.99999999963106;6
Accepted-In Progress;1-541655216;0.0;1
Queued-Awaiting Assignment;1-541655216;156.99999999870684;2
Accepted-In Progress;1-541655216;0.0;3
Accepted-Assigned;1-541655216;74.00000003787112;4
Accepted-In Progress;1-541655216;0.0;5
Completed-Closed;1-541655216;1886.9999999822157;6
Accepted-In Progress;1-541686305;0.0;1
Queued-Awaiting Assignment;1-541686305;133.9999999917917;2
Accepted-In Progress;1-541686305;0.0;3
Accepted-Assigned;1-541686305;563.9999999883805;4
Accepted-In Progress;1-541686305;47437497.0;5
Completed-Closed;1-541686305;6987415.00000004;6
Accepted-In Progress;1-542919207;9060.999999991047;1
Queued-Awaiting Assignment;1-542919207;339.9999999853321;2
Queued-Awaiting Assignment;1-542919207;0.0;3
Accepted-In Progress;1-542919207;0.0;4
Completed-Closed;1-542919207;523497.00000000413;5
Accepted-In Progress;1-543300099;8618.000000020545;1
Accepted-Assigned;1-543300099;182.00000000317803;2
Accepted-In Progress;1-543300099;35072.00000000784;3
Accepted-In Progress;1-543300099;13772660.0;4
Completed-Closed;1-543300099;57.999999988808234;5
Accepted-In Progress;1-544200884;464.0000000169705;1
Accepted-Wait;1-544200884;6960.999999996676;2
Completed-Closed;1-544200884;5593213.000000009;3
Accepted-In Progress;1-544527205;1.4329588587184229e-08;1
Accepted-Wait;1-544527205;3542904.0000000065;2
Completed-Closed;1-544527205;12694211.000000017;3
Accepted-In Progress;1-544595401;90272.00000000851;1
Queued-Awaiting Assignment;1-544595401;95386.00000004187;2
Accepted-In Progress;1-544595401;2.0181591949040328e-08;3
Accepted-In Progress;1-544595401;75437.00000000325;4
Completed-Closed;1-544595401;147.99999999526196;5
Accepted-In Progress;1-544876956;165716.00000000084;1
Accepted-Wait;1-544876956;414772.9999999836;2
Completed-Closed;1-544876956;1.9999999970239557;3
Accepted-In Progress;1-545738536;0.0;1
Accepted-Assigned;1-545738536;194.00000000427713;2
Accepted-In Progress;1-545738536;341895.9999999886;3
Accepted-In Progress;1-545738536;1.980575072773487e-08;4
Completed-Closed;1-545738536;2759983.9999999935;5
Accepted-In Progress;1-545911672;3703242.0000000005;1
Queued-Awaiting Assignment;1-545911672;404.0000000087895;2
Accepted-In Progress;1-545911672;113.0000000105623;3
Accepted-Assigned;1-545911672;97.99999999324403;4
Accepted-Assigned;1-545911672;9.999999983583473;5
Accepted-In Progress;1-545911672;5887739.0000000065;6
Completed-Closed;1-545911672;3941330.0000000126;7
Accepted-In Progress;1-546272906;0.0;1
Accepted-Wait;1-546272906;11.999999998637339;2
Accepted-Assigned;1-546272906;16.00000002000527;3
Accepted-Wait;1-546272906;8443.999999999987;4
Completed-Closed;1-546272906;45181838.0;5
Accepted-In Progress;1-546692981;0.0;1
Completed-Closed;1-546692981;28509510.999999955;2
Accepted-In Progress;1-546693092;4.778240610476137e-08;1
Completed-Closed;1-546693092;10805614.000000007;2
Accepted-In Progress;1-547539001;25159042.00000001;1
Completed-Closed;1-547539001;7863234.999999997;2
Accepted-In Progress;1-547617088;1.0118856371515056e-08;1
Accepted-Assigned;1-547617088;7.000000033171975;2
Accepted-Assigned;1-547617088;10.000000001607026;3
Accepted-Wait;1-547617088;6654939.000000012;4
Completed-Closed;1-547617088;6108747.999999934;5
Accepted-In Progress;1-547802271;0.0;1
Completed-Closed;1-547802271;10.99999999783256;2
Accepted-In Progress;1-548188531;2.0827842207783177e-09;1
Completed-Closed;1-548188531;1321947.9999999641;2
Accepted-In Progress;1-548188557;2664941.0000000014;1
Completed-Closed;1-548188557;38.000000027698675;2
Accepted-In Progress;1-548188833;0.0;1
Completed-Closed;1-548188833;970.0000000088751;2
Accepted-In Progress;1-549431982;5.70920168085318e-09;1
Queued-Awaiting Assignment;1-549431982;180.99999999514236;2
Accepted-In Progress;1-549431982;7.456412290911973e-10;3
Accepted-Wait;1-549431982;21607143.999999978;4
Completed-Closed;1-549431982;432701.99999997736;5
Accepted-In Progress;1-550159631;2.572253085748778e-08;1
Accepted-Wait;1-550159631;13467.9999999612;2
Accepted-Assigned;1-550159631;51.999999986023376;3
Accepted-In Progress;1-550159631;25127753.000000015;4
Completed-Closed;1-550159631;2167079.999999997;5
Accepted-In Progress;1-550577363;0.0;1
Accepted-Wait;1-550577363;33189811.000000015;2
Accepted-Wait;1-550577363;9.000000000562915;3
Accepted-In Progress;1-550577363;17570120.00000003;4
Completed-Closed;1-550577363;495.9999999605113;5
Accepted-In Progress;1-550611848;56032963.000000015;1
Completed-Closed;1-550611848;308.9999999581401;2
Accepted-In Progress;1-553276916;0.0;1
Completed-Closed;1-553276916;36.99999999261231;2
Accepted-In Progress;1-553276916;1454.000000002217;3
Accepted-In Progress;1-553276916;620.9999999992995;4
Completed-Closed;1-553276916;3013050.0000000014;5
Accepted-In Progress;1-555105571;44548249.99999999;1
Queued-Awaiting Assignment;1-555105571;134.00000000140855;2
Accepted-In Progress;1-555105571;5.038409480115085e-10;3
Accepted-Assigned;1-555105571;80.00000006146318;4
Accepted-In Progress;1-555105571;1.3449142675412613e-08;5
Completed-Closed;1-555105571;1622.9999999960364;6
Accepted-In Progress;1-557618809;61.999999995981675;1
Completed-Closed;1-557618809;83.000000001557;2
Accepted-In Progress;1-557739965;2.8527966121313374e-08;1
Accepted-Wait;1-557739965;5.999999993376501;2
Completed-Closed;1-557739965;7013242.000000011;3
Accepted-In Progress;1-560418897;8618.0000000009;1
Queued-Awaiting Assignment;1-560418897;9081666.999999972;2
Accepted-In Progress;1-560418897;1.4436540713437567e-08;3
Accepted-Assigned;1-560418897;1158.999999985821;4
Accepted-In Progress;1-560418897;8.289933852830267e-10;5
Completed-Closed;1-560418897;1497843.0000000012;6
Accepted-In Progress;1-560419045;0.0;1
Queued-Awaiting Assignment;1-560419045;440.0000000004611;2
Accepted-In Progress;1-560419045;471495.9999999525;3
Accepted-Assigned;1-560419045;407.0000000033271;4
Accepted-In Progress;1-560419045;0.0;5
Completed-Closed;1-560419045;5531130.999999996;6
Accepted-In Progress;1-560504546;23244059.000000004;1
Queued-Awaiting Assignment;1-560504546;54.00000000861019;2
Accepted-In Progress;1-560504546;0.0;3
Accepted-Wait;1-560504546;28165626.00000003;4
Accepted-Assigned;1-560504546;3681462.9999999963;5
Accepted-In Progress;1-560504546;24195432.000000007;6
Completed-Closed;1-560504546;266.00000000472426;7
Accepted-In Progress;1-560703011;9.987186432715218e-10;1
Accepted-In Progress;1-560703011;4649312.9999999795;2
Completed-Closed;1-560703011;54.99999999451185;3
Accepted-In Progress;1-561068081;18758218.00000003;1
Completed-Closed;1-561068081;4982405.0;2
Accepted-In Progress;1-561190012;4.954305798136142e-08;1
Queued-Awaiting Assignment;1-561190012;1426.9999999821625;2
Accepted-In Progress;1-561190012;47437497.00000005;3
Accepted-Assigned;1-561190012;1.3070996770455745e-08;4
Accepted-In Progress;1-561190012;9.926473541870159e-10;5
Completed-Closed;1-561190012;56.00000000767177;6
Accepted-In Progress;1-562022682;1.7143968335878996e-09;1
Queued-Awaiting Assignment;1-562022682;0.0;2
Accepted-In Progress;1-562022682;83.00000000379438;3
Accepted-Assigned;1-562022682;6.000000028955413;4
Accepted-In Progress;1-562022682;2402024.00000001;5
Completed-Closed;1-562022682;67.99999998573989;6
Accepted-In Progress;1-562807927;0.0;1
Accepted-Assigned;1-562807927;57.99999999675355;2
Accepted-Wait;1-562807927;47182935.99999997;3
Completed-Closed;1-562807927;11400940.0;4
Accepted-In Progress;1-563156866;1.4659294200340222e-09;1
Accepted-In Progress;1-563156866;2.59002774613827e-09;2
Completed-Closed;1-563156866;61.0000000126766;3
Accepted-In Progress;1-563156881;142.00000003265478;1
Accepted-In Progress;1-563156881;12574.000000019634;2
Completed-Closed;1-563156881;7064806.000000007;3
Accepted-In Progress;1-564311006;0.0;1
Queued-Awaiting Assignment;1-564311006;300.0000000240898;2
Accepted-In Progress;1-564311006;41452057.00000001;3
Accepted-Assigned;1-564311006;252428.0000000179;4
Accepted-In Progress;1-564311006;19078640.0;5
Completed-Closed;1-564311006;442.9999999918189;6
Accepted-In Progress;1-564433915;259.000000001791;1
Queued-Awaiting Assignment;1-564433915;397.9999999813009;2
Accepted-In Progress;1-564433915;6.683290638506445e-09;3
Accepted-Wait;1-564433915;5.999999976192568;4
Completed-Closed;1-564433915;272.9999999895748;5
Accepted-In Progress;1-564528496;44056.99999998124;1
Queued-Awaiting Assignment;1-564528496;2.8995210038853775e-08;2
Accepted-In Progress;1-564528496;7321515.000000002;3
Accepted-Assigned;1-564528496;8.000000013473528;4
Accepted-In Progress;1-564528496;2.9942297711901853e-08;5
Completed-Closed;1-564528496;13228723.000000004;6
Accepted-In Progress;1-564738994;47909.000000011954;1
Accepted-Wait;1-564738994;3205279.9999999995;2
Accepted-In Progress;1-564738994;3.988531836414312e-10;3
Completed-Closed;1-564738994;54.99999999834995;4
Accepted-In Progress;1-564903210;6812131.000000001;1
Queued-Awaiting Assignment;1-564903210;1415.999999987239;2
Accepted-In Progress;1-564903210;0.0;3
Accepted-Assigned;1-564903210;204.00000000448887;4
Accepted-In Progress;1-564903210;0.0;5
Completed-Closed;1-564903210;92.99999999832514;6
Accepted-In Progress;1-565030154;1.0150366028617686e-08;1
Completed-Closed;1-565030154;9960641.000000006;2
Accepted-In Progress;1-565319816;462.0000000068291;1
Completed-Closed;1-565319816;3031992.0000000005;2
Accepted-In Progress;1-565905115;1.7642419932018984e-08;1
Accepted-In Progress;1-565905115;1.6728662179524978e-09;2
