Activity;Case ID;Duration;Event_Nr
Completed-Closed;1-510423612;92.0000000081667;3
Accepted-In Progress;1-511755003;1.6374162972060268e-08;1
Accepted-Wait;1-511755003;143728.00000000108;2
Accepted-In Progress;1-511755003;3200890.0;3
Completed-Closed;1-511755003;6133212.999999974;4
Accepted-In Progress;1-511787661;7471038.000000017;1
Queued-Awaiting Assignment;1-511787661;172.99999988270488;2
Accepted-In Progress;1-511787661;0.0;3
Accepted-Assigned;1-511787661;27.99999999294899;4
Accepted-In Progress;1-511787661;336.00000000194336;5
Completed-Closed;1-511787661;48.999999999565745;6
Accepted-In Progress;1-512617571;0.0;1
Accepted-Assigned;1-512617571;69.00000001505151;2
Accepted-Assigned;1-512617571;4.999999994876968;3
Accepted-In Progress;1-512617571;396.9999999878497;4
Completed-Closed;1-512617571;34.00000002389206;5
Accepted-In Progress;1-512654811;2542.0000000123878;1
Queued-Awaiting Assignment;1-512654811;886.9999999953651;2
Accepted-In Progress;1-512654811;8.302163531500904e-09;3
Completed-Closed;1-512654811;55.99999999472173;4
Accepted-In Progress;1-513031774;6097302.99999999;1
Completed-Closed;1-513031774;16358.999999998297;2
Accepted-In Progress;1-513032417;72.00000000369025;1
Queued-Awaiting Assignment;1-513032417;174.0000000045341;2
Accepted-In Progress;1-513032417;45974.99999999406;3
Accepted-Assigned;1-513032417;112.99999997327325;4
Accepted-In Progress;1-513032417;1.1464564808289368e-08;5
Completed-Closed;1-513032417;86.00000000182081;6
Accepted-In Progress;1-513135755;0.0;1
Queued-Awaiting Assignment;1-513135755;408.9999999888324;2
Accepted-In Progress;1-513135755;2.51580477061216e-11;3
Accepted-Assigned;1-513135755;2926697.9999999884;4
Accepted-In Progress;1-513135755;12975206.999999994;5
Completed-Closed;1-513135755;13199842.000000002;6
Accepted-In Progress;1-513180623;6812130.999999972;1
Queued-Awaiting Assignment;1-513180623;510.99999998762735;2
Accepted-In Progress;1-513180623;8265.99999999829;3
Accepted-Assigned;1-513180623;15697.99999999086;4
Accepted-In Progress;1-513180623;54937601.999999985;5
Completed-Closed;1-513180623;7083290.999999989;6
Accepted-In Progress;1-513395204;0.0;1
Accepted-In Progress;1-513395204;2415536.99999997;2
Completed-Closed;1-513395204;126.00000001116727;3
Accepted-In Progress;1-513767190;1263.0000000038783;1
Accepted-Assigned;1-513767190;10710.999999999582;2
Completed-Closed;1-513767190;5764608.000000011;3
Accepted-In Progress;1-513864515;0.0;1
Accepted-In Progress;1-513864515;5887739.0;2
Accepted-Wait;1-513864515;2.957953397092474e-10;3
Completed-Closed;1-513864515;16858782.0;4
Accepted-In Progress;1-513910403;16324.999999997446;1
Accepted-In Progress;1-513910403;761721.9999999988;2
Completed-Closed;1-513910403;1.9999999946532558;3
Accepted-In Progress;1-514223574;6.4360117828665246e-09;1
Accepted-In Progress;1-514223574;836914.999999986;2
Completed-Closed;1-514223574;3755600.999999975;3
Accepted-In Progress;1-514311011;2287.9999999950687;1
Accepted-In Progress;1-514311011;0.0;2
Completed-Closed;1-514311011;3192238.0000000396;3
Accepted-In Progress;1-514618724;0.0;1
Accepted-Wait;1-514618724;9744995.00000001;2
Accepted-In Progress;1-514618724;8.805603884560562e-09;3
Completed-Closed;1-514618724;1465554.999999992;4
Accepted-In Progress;1-514712116;0.0;1
Accepted-In Progress;1-514712116;0.0;2
Completed-Closed;1-514712116;1821005.999999998;3
Accepted-In Progress;1-514832700;3.6997136764784937e-09;1
Accepted-Assigned;1-514832700;5393874.00000002;2
Accepted-In Progress;1-514832700;6487400.999999987;3
Completed-Closed;1-514832700;6496762.9999999935;4
Accepted-In Progress;1-515461174;0.0;1
Accepted-Assigned;1-515461174;7.999999988663834;2
Accepted-Wait;1-515461174;7865904.999999994;3
Completed-Closed;1-515461174;36023889.0;4
Accepted-In Progress;1-515617964;22266962.999999996;1
Queued-Awaiting Assignment;1-515617964;160.9999999836572;2
Accepted-In Progress;1-515617964;17137787.000000004;3
Completed-Closed;1-515617964;1.00000002759386;4
Accepted-In Progress;1-515873671;0.0;1
Queued-Awaiting Assignment;1-515873671;248.99999996556716;2
Accepted-In Progress;1-515873671;11554047.999999998;3
Queued-Awaiting Assignment;1-515873671;22970909.000000007;4
Accepted-In Progress;1-515873671;1.2470800472151344e-08;5
Completed-Closed;1-515873671;53069914.00000001;6
Accepted-In Progress;1-516860557;1211919.0000000028;1
Accepted-In Progress;1-516860557;7.904903481059168e-09;2
Completed-Closed;1-516860557;855037.9999999994;3
Accepted-In Progress;1-517002080;0.0;1
Queued-Awaiting Assignment;1-517002080;79.99999998530943;2
Accepted-In Progress;1-517002080;0.0;3
Accepted-Assigned;1-517002080;1295966.0000000016;4
Accepted-In Progress;1-517002080;3.785628421446942e-08;5
Completed-Closed;1-517002080;4222191.0;6
Accepted-In Progress;1-517045062;0.0;1
Queued-Awaiting Assignment;1-517045062;5.665493477782868e-08;2
Accepted-In Progress;1-517045062;18339593.00000001;3
Accepted-Assigned;1-517045062;12.000000001683755;4
Accepted-In Progress;1-517045062;1313267.999999995;5
Completed-Closed;1-517045062;8634092.000000007;6
Accepted-In Progress;1-517399487;25747654.999999978;1
Queued-Awaiting Assignment;1-517399487;200.99999998400781;2
Accepted-In Progress;1-517399487;24647384.000000004;3
Accepted-Assigned;1-517399487;202.99999999917046;4
Queued-Awaiting Assignment;1-517399487;2879.0000000067735;5
Accepted-Assigned;1-517399487;1896668.0000000033;6
Accepted-Wait;1-517399487;9215139.999999985;7
Queued-Awaiting Assignment;1-517399487;1.831328485960059e-09;8
Accepted-In Progress;1-517399487;2845587.0000000037;9
Accepted-Assigned;1-517399487;248.99999999643683;10
Accepted-In Progress;1-517399487;50.00000000394905;11
Completed-Closed;1-517399487;7617231.999999983;12
Accepted-In Progress;1-517490964;3.3345585735774798e-09;1
Queued-Awaiting Assignment;1-517490964;84.99999999294248;2
Accepted-In Progress;1-517490964;2.4734552935231605e-08;3
Accepted-Assigned;1-517490964;51.99999997297077;4
Accepted-In Progress;1-517490964;0.0;5
Completed-Closed;1-517490964;73.99999997383036;6
Accepted-In Progress;1-517828743;0.0;1
Queued-Awaiting Assignment;1-517828743;267.9999999737491;2
Accepted-In Progress;1-517828743;291.999999988945;3
Accepted-Assigned;1-517828743;76277.99999999453;4
Accepted-In Progress;1-517828743;0.0;5
Completed-Closed;1-517828743;1362409.0000000005;6
Accepted-In Progress;1-518362551;0.0;1
Queued-Awaiting Assignment;1-518362551;0.9999999807248438;2
Accepted-In Progress;1-518362551;49826.99999999047;3
Accepted-Assigned;1-518362551;13.000000001630276;4
Accepted-In Progress;1-518362551;0.0;5
Completed-Closed;1-518362551;4256868.000000004;6
Accepted-In Progress;1-519020627;7339293.999999986;1
Completed-Closed;1-519020627;2444594.999999985;2
Accepted-In Progress;1-519054737;11679.000000021402;1
Accepted-Assigned;1-519054737;7.9999999628260525;2
Accepted-In Progress;1-519054737;63253765.0;3
Accepted-Wait;1-519054737;6158.000000002004;4
Completed-Closed;1-519054737;21.99999999515925;5
Accepted-In Progress;1-519085985;2.1609162278998364e-09;1
Queued-Awaiting Assignment;1-519085985;244253.99999997;2
Accepted-In Progress;1-519085985;1.7929433740109776e-09;3
Accepted-Assigned;1-519085985;410.0000000089612;4
Queued-Awaiting Assignment;1-519085985;53222143.0;5
Accepted-Assigned;1-519085985;78.00000001705283;6
Accepted-Wait;1-519085985;155.00000000471337;7
Queued-Awaiting Assignment;1-519085985;183.00000001100713;8
Accepted-In Progress;1-519085985;0.0;9
Accepted-Assigned;1-519085985;372.9999999982779;10
Accepted-In Progress;1-519085985;3.1478913820323463e-09;11
Completed-Closed;1-519085985;133.0000000048797;12
Accepted-In Progress;1-519147007;54420370.99999998;1
Queued-Awaiting Assignment;1-519147007;209.0000000091118;2
Accepted-In Progress;1-519147007;248157.9999999953;3
Completed-Closed;1-519147007;1195208.9999999874;4
Accepted-In Progress;1-519386144;534340.9999999999;1
Completed-Closed;1-519386144;37.00000000062799;2
Accepted-In Progress;1-520127960;8551329.00000001;1
Accepted-Assigned;1-520127960;2926698.000000013;2
Completed-Closed;1-520127960;79.99999999986616;3
Accepted-In Progress;1-520234084;65313921.000000015;1
Queued-Awaiting Assignment;1-520234084;22428427.000000015;2
Accepted-In Progress;1-520234084;1.3597735549058506e-08;3
Accepted-Assigned;1-520234084;13.000000012852768;4
Accepted-In Progress;1-520234084;0.0;5
Completed-Closed;1-520234084;2069211.9999999902;6
Accepted-In Progress;1-520705880;0.0;1
Accepted-Wait;1-520705880;3019.000000005831;2
Completed-Closed;1-520705880;5957.999999991934;3
Accepted-In Progress;1-521122392;1.1932172550938721e-08;1
Queued-Awaiting Assignment;1-521122392;173.99999998346712;2
Accepted-In Progress;1-521122392;1483.9999999896422;3
Accepted-Assigned;1-521122392;135.9999999829013;4
Accepted-In Progress;1-521122392;0.0;5
Completed-Closed;1-521122392;3808291.000000004;6
Accepted-In Progress;1-521431857;0.0;1
Queued-Awaiting Assignment;1-521431857;22310071.000000015;2
Accepted-In Progress;1-521431857;2377.0000000073546;3
Accepted-Assigned;1-521431857;31.00000000743208;4
Accepted-In Progress;1-521431857;9.80575026444189e-10;5
Completed-Closed;1-521431857;698.0000000001363;6
Accepted-In Progress;1-521555370;0.0;1
Completed-Closed;1-521555370;11.000000000165576;2
Accepted-In Progress;1-521628291;5595586.999999998;1
Completed-Closed;1-521628291;69.00000001682253;2
Accepted-In Progress;1-522222222;335.99999998686155;1
Completed-Closed;1-522222222;7269653.000000011;2
Accepted-In Progress;1-522460624;0.0;1
Queued-Awaiting Assignment;1-522460624;156.9999999730052;2
Accepted-In Progress;1-522460624;1.1345758213534617e-08;3
Accepted-Assigned;1-522460624;246.99999998096672;4
Accepted-Wait;1-522460624;6506982.000000007;5
Completed-Closed;1-522460624;1094.0000000049783;6
Accepted-In Progress;1-522734472;0.0;1
Queued-Awaiting Assignment;1-522734472;0.0;2
Accepted-In Progress;1-522734472;0.0;3
Accepted-Assigned;1-522734472;42.00000005479892;4
Accepted-In Progress;1-522734472;3.844160055122046e-09;5
Completed-Closed;1-522734472;6388020.000000002;6
Accepted-In Progress;1-523027945;83881.99999999572;1
Accepted-In Progress;1-523027945;2.720182030011089e-08;2
Completed-Closed;1-523027945;3023877.000000009;3
Accepted-In Progress;1-523069229;0.0;1
Accepted-In Progress;1-523069229;0.0;2
Accepted-In Progress;1-523069229;4057551.0000000135;3
Completed-Closed;1-523069229;500.99999998354787;4
Accepted-In Progress;1-523311541;24715059.000000007;1
Queued-Awaiting Assignment;1-523311541;2866.0000000245723;2
Accepted-In Progress;1-523311541;3012598.9999999944;3
Accepted-Assigned;1-523311541;149.00000003157524;4
Accepted-In Progress;1-523311541;33091534.99999998;5
Completed-Closed;1-523311541;30.000000017771473;6
Accepted-In Progress;1-523361887;50961998.0;1
Queued-Awaiting Assignment;1-523361887;10.000000044566077;2
Accepted-In Progress;1-523361887;1.7127927585556055e-09;3
Accepted-Assigned;1-523361887;5.000000025644195;4
Accepted-In Progress;1-523361887;1.1206506390669103e-09;5
Completed-Closed;1-523361887;71.00000000061708;6
Accepted-In Progress;1-523392191;462.00000001105286;1
Queued-Awaiting Assignment;1-523392191;507672.00000000536;2
Accepted-In Progress;1-523392191;1.795950293467909e-08;3
Accepted-Assigned;1-523392191;4.999999989729935;4
Accepted-In Progress;1-523392191;1.1059445807280448e-08;5
Completed-Closed;1-523392191;5604717.000000001;6
Accepted-In Progress;1-523637826;0.0;1
Completed-Closed;1-523637826;96.99999999373692;2
Accepted-In Progress;1-524328647;0.0;1
Completed-Closed;1-524328647;62668353.99999996;2
Accepted-In Progress;1-524356958;16162.000000034963;1
Accepted-Wait;1-524356958;9081770.999999983;2
Accepted-Wait;1-524356958;18.00000000067897;3
Completed-Closed;1-524356958;22.999999999108816;4
Accepted-In Progress;1-525132931;1.607424830868399e-08;1
Accepted-In Progress;1-525132931;0.0;2
Accepted-Assigned;1-525132931;5.999999991882432;3
Accepted-In Progress;1-525132931;26684.000000002594;4
Completed-Closed;1-525132931;2791168.0000000037;5
Accepted-In Progress;1-525447561;565.9999999674831;1
Accepted-Wait;1-525447561;13.000000005346328;2
Accepted-Assigned;1-525447561;19450782.000000004;3
Accepted-In Progress;1-525447561;0.0;4
Completed-Closed;1-525447561;735.9999999858152;5
Accepted-In Progress;1-525477138;0.0;1
Accepted-In Progress;1-525477138;30269972.000000004;2
Completed-Closed;1-525477138;17479857.999999985;3
Accepted-In Progress;1-525489753;1.0760303200494943e-08;1
Queued-Awaiting Assignment;1-525489753;301.9999999875279;2
Accepted-In Progress;1-525489753;2.4514357342031856e-08;3
Accepted-Assigned;1-525489753;516.9999999973448;4
Accepted-In Progress;1-525489753;10804015.999999985;5
Completed-Closed;1-525489753;281.99999999811183;6
Accepted-In Progress;1-525589021;8.590977495698735e-09;1
Completed-Closed;1-525589021;5664730.0;2
Accepted-In Progress;1-526037041;2.6591117706650166e-09;1
Completed-Closed;1-526037041;13228722.999999978;2
Accepted-In Progress;1-526344555;8.841343080199326e-09;1
Queued-Awaiting Assignment;1-526344555;340.00000003104054;2
Accepted-In Progress;1-526344555;4.454766652578861e-09;3
Accepted-Assigned;1-526344555;5.999999997055379;4
Accepted-In Progress;1-526344555;29989167.0;5
Completed-Closed;1-526344555;3105575.0000000014;6
Accepted-In Progress;1-526369142;1.5484259187765714e-09;1
Accepted-In Progress;1-526369142;0.0;2
Completed-Closed;1-526369142;68.9999999820712;3
Accepted-In Progress;1-526414477;0.0;1
Queued-Awaiting Assignment;1-526414477;476.9999999723461;2
Accepted-In Progress;1-526414477;432515.9999999998;3
Accepted-Assigned;1-526414477;4.999999997328566;4
Accepted-In Progress;1-526414477;83745.99999999598;5
Completed-Closed;1-526414477;428315.00000000116;6
Accepted-In Progress;1-526414833;2334639.999999991;1
Queued-Awaiting Assignment;1-526414833;49.00000002983945;2
Accepted-In Progress;1-526414833;0.0;3
Accepted-Assigned;1-526414833;568.0000000099918;4
Accepted-In Progress;1-526414833;0.0;5
Completed-Closed;1-526414833;148.00000001465452;6
Accepted-In Progress;1-526647987;1.0000000222905145;1
Accepted-In Progress;1-526647987;2.841780637607412e-09;2
Completed-Closed;1-526647987;67060.99999998687;3
Accepted-In Progress;1-527208576;0.0;1
Accepted-Wait;1-527208576;13468.000000009359;2
Completed-Closed;1-527208576;1135261.0000000154;3
Accepted-In Progress;1-527928641;58848916.99999999;1
Accepted-Wait;1-527928641;1800944.0;2
Completed-Closed;1-527928641;4232480.000000009;3
Accepted-In Progress;1-528251011;0.0;1
Queued-Awaiting Assignment;1-528251011;341.99999999872404;2
Accepted-In Progress;1-528251011;17171.999999989162;3
Accepted-Wait;1-528251011;47182936.00000001;4
Completed-Closed;1-528251011;1912.9999999857364;5
Accepted-In Progress;1-528332261;0.0;1
Accepted-Assigned;1-528332261;199.99999998986365;2
Accepted-Assigned;1-528332261;154.9999999843077;3
Accepted-In Progress;1-528332261;0.0;4
Completed-Closed;1-528332261;12374.999999995336;5
Accepted-In Progress;1-528716762;25747655.0;1
Accepted-Wait;1-528716762;0.0;2
Accepted-In Progress;1-528716762;7.60035326896061e-09;3
Completed-Closed;1-528716762;175.00000000383815;4
Accepted-In Progress;1-528755863;8553791.999999996;1
Accepted-In Progress;1-528755863;3.620218000626489e-08;2
Completed-Closed;1-528755863;7934276.0;3
Accepted-In Progress;1-529091253;10557813.99999999;1
Accepted-In Progress;1-529091253;5.617056789962593e-09;2
Completed-Closed;1-529091253;1380935.000000003;3
Accepted-In Progress;1-529091311;0.0;1
Accepted-In Progress;1-529091311;6.774979442072015e-09;2
Completed-Closed;1-529091311;7770355.000000006;3
Accepted-In Progress;1-530539767;4.971122156765217e-09;1
Queued-Awaiting Assignment;1-530539767;98.00000004667174;2
Accepted-In Progress;1-530539767;79214.00000002192;3
Accepted-Assigned;1-530539767;21234298.0;4
Accepted-In Progress;1-530539767;2.13551145483629e-08;5
Completed-Closed;1-530539767;3.0000000018190125;6
Accepted-In Progress;1-531435394;1.3750693386319824e-08;1
Accepted-Wait;1-531435394;2522087.0000000186;2
Completed-Closed;1-531435394;3034704.999999995;3
Accepted-In Progress;1-532038065;57643223.0;1
Accepted-Wait;1-532038065;1456.9999999969527;2
Accepted-In Progress;1-532038065;6.368074265751721e-09;3
Completed-Closed;1-532038065;2761845.999999994;4
Accepted-In Progress;1-532084405;2129573.999999988;1
Queued-Awaiting Assignment;1-532084405;467.00000000266164;2
Accepted-In Progress;1-532084405;2.094285382525954e-09;3
Accepted-Assigned;1-532084405;5.999999973665026;4
Accepted-In Progress;1-532084405;29.000000002940023;5
Completed-Closed;1-532084405;435985.00000001007;6
Accepted-In Progress;1-532544114;6.9270854809281e-08;1
Accepted-In Progress;1-532544114;1977391.0000000054;2
Completed-Closed;1-532544114;2994.999999995175;3
Accepted-In Progress;1-532816930;0.0;1
Accepted-In Progress;1-532816930;2.4359981016987714e-08;2
Completed-Closed;1-532816930;153.0000000006187;3
Accepted-In Progress;1-533449912;636.0000000022658;1
Queued-Awaiting Assignment;1-533449912;7274671.0000000065;2
Accepted-In Progress;1-533449912;1662547.0000000014;3
Accepted-Assigned;1-533449912;181.99999999302386;4
Accepted-In Progress;1-533449912;528069.0000000019;5
Completed-Closed;1-533449912;19.999999984816455;6
Accepted-In Progress;1-533851634;10936618.000000015;1
Queued-Awaiting Assignment;1-533851634;0.0;2
Accepted-In Progress;1-533851634;156.99999997999362;3
Accepted-Assigned;1-533851634;152.99999995855805;4
Accepted-In Progress;1-533851634;8.18988587863719e-09;5
Completed-Closed;1-533851634;119.9999999980135;6
Accepted-In Progress;1-534020390;9.082848949840017e-09;1
Accepted-In Progress;1-534020390;5506.000000001527;2
Accepted-Assigned;1-534020390;26.000000001852538;3
Accepted-In Progress;1-534020390;0.0;4
Completed-Closed;1-534020390;2534818.9999999963;5
Accepted-In Progress;1-534493180;53884975.99999999;1
Accepted-Assigned;1-534493180;136.00000000307975;2
Accepted-Assigned;1-534493180;1475192.000000015;3
Accepted-Wait;1-534493180;248400.99999999115;4
Completed-Closed;1-534493180;1983239.9999999932;5
Accepted-In Progress;1-534702904;715254.000000003;1
Accepted-In Progress;1-534702904;12425349.0;2
Completed-Closed;1-534702904;2678575.000000012;3
Accepted-In Progress;1-535233659;6739808.999999997;1
Queued-Awaiting Assignment;1-535233659;180.99999998628667;2
Accepted-In Progress;1-535233659;0.0;3
Accepted-Assigned;1-535233659;182.00000001625628;4
Accepted-In Progress;1-535233659;0.0;5
Completed-Closed;1-535233659;3017059.0000000135;6
Accepted-In Progress;1-535393553;0.0;1
Completed-Closed;1-535393553;250173.99999997794;2
Accepted-In Progress;1-535418135;2500850.9999999953;1
Accepted-Wait;1-535418135;1.894851393353987e-09;2
Accepted-Wait;1-535418135;43.00000000524128;3
Accepted-In Progress;1-535418135;926440.9999999815;4
Completed-Closed;1-535418135;50202612.00000001;5
Accepted-In Progress;1-535439201;1630.999999979617;1
Accepted-Wait;1-535439201;674912.0000000178;2
Completed-Closed;1-535439201;486.99999999830914;3
Accepted-In Progress;1-535813109;20703899.999999993;1
Completed-Closed;1-535813109;1155014.000000006;2
Accepted-In Progress;1-535813203;0.0;1
Completed-Closed;1-535813203;94.99999999067033;2
Accepted-In Progress;1-535813236;0.0;1
Completed-Closed;1-535813236;153.9999999761604;2
Accepted-In Progress;1-535813278;3.8093312605333653e-08;1
Completed-Closed;1-535813278;7013242.000000003;2
Accepted-In Progress;1-535813300;4.883818428815633e-09;1
Completed-Closed;1-535813300;514563.99999999284;2
Accepted-In Progress;1-535813432;5.281638188462344e-09;1
Completed-Closed;1-535813432;7860418.000000001;2
Accepted-In Progress;1-535813517;317.0000000027272;1
Completed-Closed;1-535813517;3283006.9999999944;2
Accepted-In Progress;1-535813813;29989166.999999996;1
Completed-Closed;1-535813813;126.99999996835868;2
Accepted-In Progress;1-536904633;24480257.0;1
Completed-Closed;1-536904633;8948618.000000006;2
Queued-Awaiting Assignment;1-537311033;628.0000000093869;1
Accepted-In Progress;1-537311033;1.2844924544831258e-08;2
Completed-Closed;1-537311033;333272.99999999773;3
Accepted-In Progress;1-537601770;0.0;1
Queued-Awaiting Assignment;1-537601770;351.000000005181;2
Accepted-In Progress;1-537601770;3.3419921913278027e-09;3
Accepted-Wait;1-537601770;431468.99999998644;4
Completed-Closed;1-537601770;16949385.99999998;5
Accepted-In Progress;1-537902763;0.0;1
Completed-Closed;1-537902763;179338.99999997937;2
Accepted-In Progress;1-537984625;1.6589256738956833e-08;1
Queued-Awaiting Assignment;1-537984625;102.99999999662225;2
Accepted-In Progress;1-537984625;23323.999999991905;3
Completed-Closed;1-537984625;84586.99999998289;4
Accepted-In Progress;1-538226806;2.307509702883163e-08;1
Completed-Closed;1-538226806;17.99999999140682;2
Accepted-In Progress;1-538411483;8.395628502273093e-09;1
Accepted-Wait;1-538411483;3132247.0000000065;2
Accepted-Wait;1-538411483;24550425.999999993;3
Completed-Closed;1-538411483;37.00000000265332;4
Accepted-In Progress;1-538467021;1281596.9999999956;1
Queued-Awaiting Assignment;1-538467021;3119699.0000000102;2
Accepted-Assigned;1-538467021;11.999999999400037;3
Accepted-In Progress;1-538467021;4.714359476063648e-09;4
Completed-Closed;1-538467021;3230830.9999999907;5
Accepted-In Progress;1-539000895;1.7280764792184782e-09;1
Completed-Closed;1-539000895;257536.99999998216;2
Accepted-In Progress;1-539083171;290.0000000096874;1
Accepted-Assigned;1-539083171;328.9999999919662;2
Completed-Closed;1-539083171;1.0000000003998637;3
Accepted-In Progress;1-539633138;4.014861246766156e-09;1
Queued-Awaiting Assignment;1-539633138;111.99999997485745;2
Accepted-In Progress;1-539633138;13747006.99999998;3
Accepted-Assigned;1-539633138;112.00000000951206;4
Accepted-In Progress;1-539633138;3533754.0000000102;5
Completed-Closed;1-539633138;11398395.999999989;6
Accepted-In Progress;1-539752329;1.840418121875211e-08;1
Accepted-Wait;1-539752329;5184733.000000015;2
Accepted-In Progress;1-539752329;59226261.000000015;3
Completed-Closed;1-539752329;8970830.999999996;4
Accepted-In Progress;1-539805130;5.605523724064473e-09;1
Accepted-Wait;1-539805130;168885.00000000352;2
Completed-Closed;1-539805130;26331748.999999985;3
Accepted-In Progress;1-540408651;1.670677965045253e-08;1
Queued-Awaiting Assignment;1-540408651;3592702.0000000023;2
Accepted-In Progress;1-540408651;0.0;3
Accepted-Assigned;1-540408651;13945.00000004697;4
Accepted-In Progress;1-540408651;5181869.0;5
Completed-Closed;1-540408651;14169776.000000015;6
Accepted-In Progress;1-540500545;6.814671720327098e-09;1
Accepted-Wait;1-540500545;253252.9999999951;2
Completed-Closed;1-540500545;109.00000000677204;3
Accepted-In Progress;1-540531611;0.0;1
Accepted-Wait;1-540531611;1288500.9999999993;2
Accepted-In Progress;1-540531611;61522372.0;3
Completed-Closed;1-540531611;2937912.999999998;4
Accepted-In Progress;1-540549178;0.0;1
Accepted-Wait;1-540549178;9595185.999999998;2
Accepted-Assigned;1-540549178;5.000000027519923;3
Accepted-Wait;1-540549178;6.000000007062255;4
Completed-Closed;1-540549178;4244828.000000025;5
Accepted-In Progress;1-540549229;9.09966047872756e-10;1
Accepted-Wait;1-540549229;97312.99999999329;2
Accepted-Assigned;1-540549229;769218.9999999955;3
Accepted-Wait;1-540549229;155.00000003954423;4
Completed-Closed;1-540549229;3626679.000000001;5
Accepted-In Progress;1-540723633;0.0;1
Queued-Awaiting Assignment;1-540723633;22428427.000000007;2
Accepted-In Progress;1-540723633;0.0;3
Accepted-Assigned;1-540723633;63.999999975454465;4
Accepted-In Progress;1-540723633;5.478006421229906e-09;5
Completed-Closed;1-540723633;617452.0000000168;6
Accepted-In Progress;1-540904745;30490034.000000004;1
Queued-Awaiting Assignment;1-540904745;257.0000000021376;2
Accepted-In Progress;1-540904745;2164226.9999999963;3
Accepted-Assigned;1-540904745;7.999999993132696;4
Accepted-In Progress;1-540904745;4.692185060834132e-09;5
Completed-Closed;1-540904745;929722.0000000034;6
Accepted-In Progress;1-540947390;0.0;1
Queued-Awaiting Assignment;1-540947390;0.0;2
Accepted-Assigned;1-540947390;73.99999999510149;3
Accepted-In Progress;1-540947390;2.9295748183431277e-08;4
Completed-Closed;1-540947390;4681455.000000001;5
Accepted-In Progress;1-541028557;0.0;1
Queued-Awaiting Assignment;1-541028557;0.0;2
Accepted-In Progress;1-541028557;1.3233269082373393e-08;3
Accepted-Assigned;1-541028557;18.999999981454835;4
Accepted-In Progress;1-541028557;2541.999999993149;5
Completed-Closed;1-541028557;73.99999999708191;6
Accepted-Assigned;1-541088014;409.9999999657124;1
Accepted-In Progress;1-541088014;0.0;2
Completed-Closed;1-541088014;186.00000002554316;3
Accepted-In Progress;1-541565290;41452057.0;1
Queued-Awaiting Assignment;1-541565290;852.0000000006007;2
Accepted-In Progress;1-541565290;45975.00000000019;3
Accepted-Assigned;1-541565290;111.0000000077528;4
Accepted-In Progress;1-541565290;0.0;5
Completed-Closed;1-541565290;46.00000000024108;6
Accepted-In Progress;1-541566505;1.557779341047993e-08;1
Queued-Awaiting Assignment;1-541566505;2865.9999999993533;2
Accepted-In Progress;1-541566505;0.0;3
Accepted-Assigned;1-541566505;34.00000001468865;4
Accepted-In Progress;1-541566505;0.0;5
Completed-Closed;1-541566505;14819.999999998763;6
Accepted-In Progress;1-541655216;0.0;1
Queued-Awaiting Assignment;1-541655216;11862.999999973661;2
Accepted-In Progress;1-541655216;17842689.000000004;3
Accepted-Assigned;1-541655216;155.00000001268677;4
Accepted-In Progress;1-541655216;0.0;5
Completed-Closed;1-541655216;3110080.9999999963;6
Accepted-In Progress;1-541686305;2.700786902988472e-10;1
Queued-Awaiting Assignment;1-541686305;435318.9999999755;2
Accepted-In Progress;1-541686305;177.000000024696;3
Accepted-Assigned;1-541686305;34.999999998273395;4
Accepted-In Progress;1-541686305;56032963.0;5
Completed-Closed;1-541686305;130.00000002001144;6
Accepted-In Progress;1-542919207;1.4949219550639838e-08;1
Queued-Awaiting Assignment;1-542919207;2500490.9999999837;2
Queued-Awaiting Assignment;1-542919207;403.9999999974242;3
Accepted-In Progress;1-542919207;82183.99999999192;4
Completed-Closed;1-542919207;1106522.999999999;5
Accepted-In Progress;1-543300099;6995518.000000006;1
Accepted-Assigned;1-543300099;21.000000012205003;2
Accepted-In Progress;1-543300099;1.3586652823443043e-08;3
Accepted-In Progress;1-543300099;88245.99999999978;4
Completed-Closed;1-543300099;3806357.000000007;5
Accepted-In Progress;1-544200884;0.0;1
Accepted-Wait;1-544200884;1716457.9999999984;2
Completed-Closed;1-544200884;4047711.000000003;3
Accepted-In Progress;1-544527205;1.2497337677512368e-08;1
Accepted-Wait;1-544527205;8.99999999898211;2
Completed-Closed;1-544527205;1106523.0000000072;3
Accepted-In Progress;1-544595401;0.0;1
Queued-Awaiting Assignment;1-544595401;202.99999998667585;2
Accepted-In Progress;1-544595401;29.000000009444534;3
Accepted-In Progress;1-544595401;27478.000000007523;4
Completed-Closed;1-544595401;2819515.999999991;5
Accepted-In Progress;1-544876956;0.0;1
Accepted-Wait;1-544876956;596455.9999999965;2
Completed-Closed;1-544876956;14.99999998992182;3
Accepted-In Progress;1-545738536;2.948061927984216e-09;1
Accepted-Assigned;1-545738536;137.99999998474047;2
Accepted-In Progress;1-545738536;0.0;3
Accepted-In Progress;1-545738536;105191.00000001962;4
Completed-Closed;1-545738536;109.99999999896053;5
Accepted-In Progress;1-545911672;0.0;1
Queued-Awaiting Assignment;1-545911672;188.99999999956006;2
Accepted-In Progress;1-545911672;0.0;3
Accepted-Assigned;1-545911672;114.99999998016767;4
Accepted-Assigned;1-545911672;8.999999992664089;5
Accepted-In Progress;1-545911672;208373.00000000026;6
Completed-Closed;1-545911672;11474718.999999994;7
Accepted-In Progress;1-546272906;0.0;1
